scene_id,scene_text,in_summary,aspects
10,"[' ( DAVID PHILLIPS moves the head to check the fatal wounds . )', ' ( WARRICK snaps a photo . )', ' [[Warrick]] two taps to the head', ' [[Warrick]] deja vu', ' ( DAVID PHILLIPS continues to attend to the body . )', ' ( In the back of the room , BRASS opens the closet door and checks the clothes on the hangers inside . )', ' ( On the closet shelf , he finds wigs , hats and various make-up applications . )', ' [[Brass]] these guys liked to play dress-up', ' [[Warrick]] you find any shoes back there ?', ' ( BRASS looks in the closet floor and not finding any , turns and checks out the room . )', "" [[Brass]] i 'm looking"", ' ( BRASS walks over to the table with the make-up and prosthetics on the tabletop . )', ' ( WARRICK continues to look at the evidence near the body . )', ' [[Warrick]] blood smear here', ' [[David_Phillips]] maybe the killer tried to clean up', ' ( WARRICK snaps a photo . )', "" [[Warrick]] that 's ridiculous"", ' [[Warrick]] why bother ?', ' [[David_Phillips]] okay', ' [[Warrick]] have a distinctive white mark on his right shoulder', ' ( WARRICK raises his camera and snaps another photo . )', ' [[Warrick]] what do you make of that ?', ' [[David_Phillips]] you already shot me down once', ' [[Warrick]] look , uh , it could be right', ' [[David_Phillips]] thanks', ' [[Warrick]] can you make sure that gets to trace ?', ' [[David_Phillips]] yeah', ' [[David_Phillips]] sure', ' ( WARRICK stands up and walks over to BRASS who has just picked up an electronic shoe slip-in )', "" [[Warrick]] hey , what 're you doing , touching that ?"", ' [[Warrick]] you got gloves ?', ' [[Brass]] relax', ' [[Brass]] i got it covered', ' [[Brass]] hey , rick , remember the time you said you could get a print off of air ?', ' [[Warrick]] yeah', ' [[Brass]] check this out', ' ( He turns the shoe slip-in and the camera goes in for a close-up of the fingerprint on the clear plastic covering . )']",1,Death cause
11,"[' ( GRISSOM slowly walks down the stairs just outside apartment # 27 . )', ' ( He checks the steps carefully . )', ' ( He follows the dirt smudges down to the ground floor , past the pool and to the officer standing in front of the stairs going down to the building . )', ' ( He looks at the officer standing in his path and the officer steps aside . )', ' ( GRISSOM continues following the dirt smudges down the steps to the basement . )', ' ( When he reaches the bottom , he finds it : The blue and red glass . )', ' ( He kneels down to look at it and smiles . )']",0,None
12,"[' ( CATHERINE and CHRIS BEZICH walk along the busy sidewalk arm in arm , window shopping along the way . )', ' [[Chris_Bezich]] so you just got the day off ?', ' [[Chris_Bezich]] just ... just like that ?', ' [[Catherine]] are you complaining ?', ' [[Chris_Bezich]] no', ' [[Chris_Bezich]] you just seem a little pissed off about it', ' [[Chris_Bezich]] i like it', ' ( CATHERINE smiles . )', ' [[Catherine]] hmm', ' ( She points to the artwork in the window . )', ' [[Catherine]] you like that ?', "" [[Chris_Bezich]] depends on what you 're gon na do with it"", ' ( CATHERINE laughs and looks at him . )', ' [[Chris_Bezich]] pretty expensive taste for a public servant', ' ( Behind them , SAM BRAUN walks up to them . )', ' [[Sam_Braun]] she can afford it', ' ( They both turn , surprised to see him . )', ' ( Each for different reasons . )', ' ( CATHERINE stares at him . )', ' ( CHRIS BEZICH smiles . )', ' [[Sam_Braun]] you going to introduce him ?', ' ( He shakes his hand . )', ' [[Chris_Bezich]] mr braun', ' [[Chris_Bezich]] chris bezich', "" [[Chris_Bezich]] it 's a pleasure to meet you"", ' [[Chris_Bezich]] your hosts , they-they send a lot of your whales to my club , acid drop', "" ( SAM 'S attention is on CATHERINE . )"", "" [[Sam_Braun]] that 's great"", ' [[Catherine]] uh-uh', ' [[Catherine]] just give us a minute', ' [[Chris_Bezich]] okay', ' ( CATHERINE and SAM BRAUN step aside . )', ' [[Catherine]] what do you want ?', ' [[Sam_Braun]] mugs , i heard you had some time off because of me', ' [[Catherine]] i could get fired for even having this conversation', ' [[Sam_Braun]] relax', ' [[Sam_Braun]] vegas is a small town', "" [[Sam_Braun]] i 'm always running into people i know"", ' ( CATHERINE sighs heavily . )', ' [[Catherine]] just cut to the chase , sam', "" [[Sam_Braun]] some people in this town think i 'm a murderer"", "" [[Catherine]] some people in this town know you 're a murderer"", "" ( SAM puts a hand on CATHERINE 'S shoulder . )"", ' ( CHRIS sees this and walks toward them , his face serious . )', ' [[Sam_Braun]] i did not kill those kids', ' [[Sam_Braun]] i did not !', ' [[Catherine]] kids ?', "" [[Catherine]] how do you know there 's more than one ?"", ' [[Chris_Bezich]] cath', ' ( CATHERINE stops and turns away . )', "" [[Catherine]] i 'm fine"", "" ( SAM 'S hand is still on CATHERINE 'S shoulder . )"", "" [[Sam_Braun]] you 're not impressing her"", "" [[Sam_Braun]] i 'll be in touch"", ' ( SAM steps away toward his limo . )', ' ( CATHERINE and CHRIS watch as he gets in The door slams shut behind him . )', ' ( The limo moves away . )', ' ( CATHERINE takes note of the tires as it reverses to turn around . )', ' ( The limo drives away . )', ' [[Chris_Bezich]] so', ' [[Chris_Bezich]] you and sam braun', ' [[Catherine]] he slept with my mother']",0,None
13,"[' ( DAVID HODGES explains the composition of the glass as GRISSOM looks through the scope at the shards . )', ' [[David_Hodges]] the glass fragments you found at the apartment building are primarily lead-based', ' [[David_Hodges]] different curvatures and textures with traces of florescent powder , phosphorous and mercury', ' [[Grissom]] neon glass', ' [[David_Hodges]] i checked out that graveyard once', ' [[David_Hodges]] pretty interesting', ' [[Grissom]] the comparison ?', "" [[David_Hodges]] your sample 's consistent with the glass collected from the first crime scene"", ' [[Grissom]] see ?', ' [[Grissom]] that connects the two murders', "" [[Grissom]] we 've got a timeline""]",1,None
14,"[' ( SARA turns the corner and walks into the locker room . )', ' ( She finds NICK sitting on the bench reading a letter . )', ' [[Sara]] hey', ' ( NICK looks up at her . )', ' [[Nick]] hey', ' ( SARA opens her locker as NICK goes back to looking at his letter . )', ' ( He puts the letter down , thinking about it . )', "" ( SARA notices that he 's troubled about something . )"", ' [[Sara]] everything okay ?', ' ( NICK raises the letter . )', ' [[Nick]] this is about the key csi position', ' [[Nick]] grissom recommended me', ' ( The look on her face freezes . )', ' ( It takes a beat , then she smiles . )', ' [[Sara]] congratulations', ' ( NICK tucks the letter back into its envelope and stands up to get ready for his shift . )', "" [[Nick]] it 's not necessary"", ' [[Nick]] position was cut', ' [[Nick]] budget had room for the new promotion or a new qiagen , bio robot ez-1', ' [[Nick]] greg will be thrilled', "" ( As he talks , SARA 'S lost in her thoughts . )"", ' ( NICK checks his weapon and tucks it in his side . )', ' [[Sara]] yeah', ' ( NICK shuts his locker door , turns and glances at SARA before heading for the door . )', "" [[Nick]] oh , well , it 's just an honor to be nominated , right ?"", ' ( NICK leaves the room . )', "" ( SARA 'S left standing in the locker room alone . )""]",0,None
15,"[' ( WARRICK talks as GRISSOM examines the electronic shoe device . )', ' [[Warrick]] grissom , i have been in vegas my whole life', "" [[Warrick]] i 've known guys who counted cards , hedged bets , crushed a poker table with a lowball pair"", "" [[Warrick]] i 've seen guys beat the house with their hands ... but never with their toes"", ' ( GRISSOM presses the buttons on the transmitter and watches as the three hammers in the shoe pad pop up and down . )', ' [[Grissom]] transmitter and receiver', "" [[Warrick]] i was reading about these silicon valley types in the '80s called the ... eudaemonic enterprises"", ' [[Warrick]] have you heard of them ?', ' [[Grissom]] the eudaemon', "" [[Grissom]] aristotle 's presiding spirit of rationality"", ' [[Warrick]] they say they figured out a way to beat the roulette wheel', ' [[Warrick]] not through a betting system , but through physics', "" [[Grissom]] it 's simple in principle"", ' ( GRISSOM gives the roulette wheel a spin and goes into lecture mode . )', ' [[Grissom]] a fixed mass in a known orbit', ' ( He tosses the ball onto the wheel and the familiar sound of the ball hitting the wood is heard . )', ' ( Quick flashback to : [_TOP_VIEW_DOWN_] of a spinning roulette wheel in the casino . )', ' [[Grissom]] as long as you can account for all the forces -- air resistance , friction , gravity -- you can land a probe on mars', ' ( Camera swings around the roulette table and finds the person with the transmitter watching the wheel spin )', ' ( Camera zooms in on the side of the spinning roulette wheel . )', ' [[Warrick]] well , they say that every roulette wheel is a little different', ' [[Warrick]] tilt , wobble , bounce', ' ( There are various cuts between the player with the transmitter and the spinning roulette wheel . )', "" ( It 's obvious that he 's watching the wheel very carefully . )"", ' [[Warrick]] so , the guy with the transmitter does the calibration , clocks the position of the ball ,', ' ( The roulette wheel slowly comes to a stop . )', ' ( The ball on the wheel very slowly stops in front of the player with the transmitter . )', ' [[Warrick]] ... hits the switch', ' ( Camera zooms down the player with the transmitter down to his toes . )', ' ( The players toes hit the switch . )', ' [[Warrick]] ... and the computer does the rest', ' ( The camera continues to travel through the electronics in the shoe device . )', ' ( The lights go on and off . )', ' [[Warrick]] plays out the spin in milliseconds ,', ' ( White flash to : The transmitter sends the signal and the camera travels across the floor past the other players feet . )', ' [[Warrick]] ... predicts the result ,', "" ( The signal goes into the receiver in the player 's shoe . )"", ' [[Warrick]] ... and then transmits a code to the receiver about where that ball will land', ' ( The camera travels up and lands on TEDDY KELLER in his wig and fat suit at the other end of the roulette wheel table . )', ' [[Player]] all right , big money , big money !', ' ( As he stares at the board , the right betting number pads glow . )', ' ( TEDDY reaches forward and starts to place his bets . )', ' [[Teddy_Keller]] $ 1,000 on four , 22 , five and 17', ' ( Camera close up of the roulette ball on the wheel . )', ' ( The ball stops . )', "" [[Croupier]] it 's number 22"", ' ( The camera moves from TEDDY KELLER to DAVIS MULLINS in the baseball cap with the transmitter . )', ' ( The crowd cheers . )', ' ( End of flashback . )', ' ( Resume to present . )', ' [[Warrick]] this setup gives you a 44-percent advantage over the house', "" [[Warrick]] for every hundred these guys bet , they 're pulling in $ 2,200 an hour"", ' [[Grissom]] nice return', "" [[Grissom]] but it 's a complicated system"", ' ( NICK walks into the room . )', ' [[Nick]] complicated , huh ?', ' [[Nick]] maybe for a couple of pizza majors', ' [[Nick]] but not for an electrical engineering grad student', ' [[Nick]] afis got a hit on the print off the transmitter in the shoe', ' ( NICK hands GRISSOM the sheet . )', ' ( It reads: )', ' [[Nick]] seth landers', ' [[Nick]] wlvu', ' [[Nick]] got busted a few years ago for making fake ids']",0,None
16,"[' ( BRASS runs out of the apartment building and heads for NICK . )', "" [[Brass]] seth landers does n't have a roommate"", ' [[Brass]] no answer at his door', "" [[Brass]] guy 's in the wind"", ' ( He joins NICK and the two of them walk down the sidewalk . )', "" [[Nick]] well , if someone hit my boys all mob-style i 'd disappear , too , you know ?"", "" [[Brass]] yeah , i guess we 're gon na have to do this the hard way"", "" [[Brass]] i 'll put out a broadcast"", ' ( They stop at the side of the building . )', ' ( BRASS sees something . )', ' [[Brass]] wait a minute', ' ( On the side of the building near the parked cars , BRASS sees a kid fiddling with the lock on his bike . )', ' ( He shouts over to the kid . )', ' [[Brass]] hey , kid ... you know seth landers ?', ' ( The kid turns and looks at BRASS and NICK . )', ' ( He panics and takes off running in the other direction . )', ' [[Nick]] uh-oh', ' ( NICK takes off after him . )', ' ( They run past the building . )', ' [[Nick]] stop !', ' ( NICK slowly catches up to the kid . )', ' ( BRASS runs after them . )', ' ( SETH LANDERS turns and glances behind him and finds NICK closer than before . )', ' ( He runs to the fence and grabs it intending to get over it somehow . )', ' ( NICK grabs SETH LANDERS and pulls him down from the fence . )', ' ( SETH LANDERS starts screaming . )', "" [[Seth_Landers]] do n't kill me !"", "" [[Seth_Landers]] do n't kill me !"", ' [[Seth_Landers]] please !', "" [[Seth_Landers]] i 'll do whatever mr braun wants !"", "" ( NICK gets SETH LANDERS ' arms behind him . )"", ' ( BRASS reaches them . )', "" [[Seth_Landers]] please do n't kill me !"", ' [[Seth_Landers]] please !', ' ( BRASS takes over in cuffing SETH LANDERS while NICK takes a breather . )', ' [[Brass]] las vegas police', ' [[Brass]] you seth landers ?', ' [[Seth_Landers]] yeah', ' [[Brass]] seth landers ?', ' [[Seth_Landers]] yes !', "" [[Brass]] let 's go"", ' ( BRASS pulls SETH LANDERS back to the building as NICK watches . )', ' ( NICK takes a breath and follows them . )']",0,None
17,"[' ( BRASS and WARRICK interview SETH LANDERS . )', ' ( BRASS paces the floor as WARRICK stands next to the table . )', "" [[Brass]] jacking sam braun 's casino at roulette -- that was gutsy"", ' [[Brass]] and smart', "" [[Brass]] and since you were n't the one placing the bet , i guess that makes you the smart one"", ' [[Warrick]] your boys right here -- teddy and davis , the candid camera', ' ( WARRICK puts the photos on the table . )', ' ( The first photo is of TEDDY KELLER in the fat suit and wig . )', ' ( The photo is labeled on the bottom : RAMPART HOTEL )', ' ( The second photo is of DAVIS MULLINS sitting at the roulette table . )', ' ( The bottom of the photo is labeled : RAMPART HOTEL 01:07:56 05/20/04 CAMERA )', ' [[Seth_Landers]] they came to me', ' [[Seth_Landers]] it was their idea', ' ( WARRICK sits down . )', ' [[Warrick]] judging from what we found in your apartment , looks like you made their idea work', ' ( WARRICK puts another photo of the cluttered workstation on the table in front of )', ' [[Seth_Landers]] i built the computers to put in the shoes', "" [[Seth_Landers]] that 's all"", ' [[Brass]] your partners cleared half a mil on your skills', ' [[Brass]] dollar signs get involved , things get ugly , huh ?', ' [[Seth_Landers]] scam was 20 to 30k a night , max', "" [[Seth_Landers]] we hit pike 's"", ' [[Seth_Landers]] next day , tangiers', ' [[Seth_Landers]] everything was great', ' [[Seth_Landers]] we made fifty grand , and then teddy and davis got greedy', "" [[Seth_Landers]] you ca n't crush a roulette table like that , and not expect someone to notice"", "" [[Warrick]] the tangiers , pike 's , rampart ... these are all sam braun 's places"", ' [[Warrick]] you got something against him ?', ' [[Seth_Landers]] no', ' [[Seth_Landers]] his casinos are old school', "" [[Seth_Landers]] they 're low tech"", "" [[Seth_Landers]] there 's less interference for my gear"", ' [[Warrick]] your gear', ' [[Warrick]] what was your cut ?', "" [[Seth_Landers]] i did n't get one"", ' [[Seth_Landers]] i just got paid for my supplies and my time', "" [[Seth_Landers]] that 's all"", ' [[Warrick]] yeah , picture that !', ' [[Seth_Landers]] it was a challenge', ' [[Seth_Landers]] i just wanted to see if i could make it work', ' [[Brass]] any idea where the money is ?', "" [[Seth_Landers]] why do n't you ask sam braun ?"", ' ( Quick flashback to : [_RAMPART_CASINO_-_NIGHT_] SETH LANDERS is at the slot machines when TEDDY KELLER walks into the casino . )', ' ( He walks by . )', ' ( TEDDY KELLER is stopped by a couple of security guards . )', "" [[Seth_Landers]] when they took teddy to the 'box , ' i was sure we were busted"", ' ( DAVID MULLINS stands up and leaves the roulette table . )', ' ( The guards with TEDDY KELLER pass by SETH still at the slot machines . )', ' [[Seth_Landers]] davis freaked', ' [[Seth_Landers]] he split', ' ( Later , TEDDY KELLER walks out past SETH with the bag of money . )', ' [[Seth_Landers]] and then when he came out with the money , everything was great', ' ( TEDDY walks by SETH . )', ' ( SETH moves away from his slot machine and follows TEDDY . )', ' [[Seth_Landers]] for about two seconds', ' ( After a couple of steps , SETH watches as two security guards grab TEDDY KELLER just as he clears the doorway . )', ' [[Security_Guard]] come on , pal', "" [[Security_Guard]] let 's take a walk"", ' [[Seth_Landers]] they grabbed him and took him outside', ' ( End of flashback . )', ' ( Resume to present . )', ' [[Seth_Landers]] that was the last time i saw either one of them']",0,None
18,"[' ( GRISSOM stands in his office , his phone on the floor . )', ' ( He uses his toes and tries to dial . )', ' ( CATHERINE knocks loudly on the door frame as she walks into the office . )', ' ( GRISSOM glances up and continues to dial the phone with his toes . )', ' [[Catherine]] what are you doing ?', "" [[Grissom]] i 'm testing my podiatric dexterity"", ' [[Grissom]] what are you doing ?', ' [[Catherine]] uh , you know those tracks that we found at the neon graveyard ?', ' ( GRISSOM stops dialing and looks at CATHERINE . )', "" [[Grissom]] the ones from the case you 're not working on ?"", ' [[Catherine]] yeah , those', ' [[Catherine]] sam ... used to be a caddy man', ' [[Catherine]] he would drive a new one every year', "" [[Catherine]] these days , he 's being driven"", ' [[Grissom]] and you know this because ... ?', ' [[Catherine]] i saw him', ' [[Catherine]] he came to me', ' [[Grissom]] and you walked away , i hope', ' [[Catherine]] i made him walk away from me', ' [[Catherine]] right into a stretch limo with a big turning radius', "" [[Grissom]] that does n't prove anything"", ' [[Grissom]] besides , any evidence that comes from you is tainted', ' [[Catherine]] then have it come from you', "" [[Catherine]] warrant should n't be hard to get"", ' [[Catherine]] especially if the call comes from someone whose character is above reproach', ' ( GRISSOM stops and looks at CATHERINE . )', ' ( She makes sure he meets her eyes and her meaning . )', ' ( She turns and leaves the office . )']",0,None
19,"["" ( GRISSOM and SARA are going over SAM BRAUN 'S limo , Nevada license # 225-THG . )"", "" ( Camera moves around the limo and we see GRISSOM walking along the length of the limo , pulling the tape measure that SARA 'S holding down at the other end . )"", ' ( He holds a clipboard in his hand . )', ' ( As he measures the distance between the tires , SARA looks up at the side of the limo . )', ' [[Sara]] nick said the budget for the promotion was cut', ' [[Grissom]] 240 inches -- 20 feet', ' [[Sara]] he also said you recommended him', ' ( SARA lets go of the tape measure . )', ' ( It slides along the length of the limo and snaps back in front of GRISSOM . )', ' ( He looks at her . )', ' [[Grissom]] i did', ' ( She turns to look at the tires . )', ' ( GRISSOM clicks his pen open and writes on the clipboard . )', ' ( SARA finds blue glass bits embedded in the tire treads . )', ' [[Sara]] possible neon glass fragment', ' ( She reaches to her kit to get an instrument to take a sample of the glass . )', ' ( GRISSOM walks over to her . )', ' ( She picks off the glass and looks at it . )', ' ( GRISSOM kneels in front of her , his eyes on the fragment in her hand . )', ' ( He looks at SARA . )', ' ( She looks at him . )', ' ( Cut to : [_INSIDE_THE_LIMO_)', ' ( The limo door opens on both sides . )', ' ( GRISSOM looks in from the left as SARA crawls into the back of the limo from the right . )', ' ( They both sit on the side seat . )', ' ( SARA sprays the back of the limo as GRISSOM sprays the front . )', "" [[Sara]] you said you did n't have a problem with me"", "" [[Grissom]] i do n't"", ' ( They continue to spray the seats . )', ' [[Grissom]] i thought that nick was the best candidate for the position', ' [[Sara]] why ?', "" [[Grissom]] because he did n't care whether he got the job or not"", ' ( SARA stops spraying . )', "" [[Sara]] that 's a stupid reason"", ' ( They resume spraying . )', ' ( GRISSOM finds something on the back seat . )', "" [[Grissom]] we 've got blood""]",0,None
20,"[' ( BRASS and WARRICK walk through the casino accompanied by other OFFICERS . )', ' [[Warrick]] handle your scandal', ' ( SAM BRAUN turns around and sees them walking toward him . )', ' [[Brass]] sam braun ?', "" [[Brass]] you 're under arrest for the murder of teddy keller"", ' ( SAM BRAUN laughs . )', ' [[Sam_Braun]] is this some kind of joke ?', "" [[Brass]] i 'm not laughing"", ' ( SAM turns to the security guard standing next to him . )', ' [[Sam_Braun]] call my lawyer', "" [[Sam_Braun]] this wo n't take long"", ' ( The SECURITY GUARD turns to make the call . )', ' ( SAM turns to follow the SECURITY GUARD . )', ' ( BRASS stops him . )', ' [[Brass]] sam ?', "" [[Brass]] i 'm parked out front"", ' ( SAM laughs as an OFFICER puts his hands behind his back and cuffs him . )', ' ( BRASS and an OFFICER accompany SAM BRAUN through the main casino floor . )']",0,None
21,"[' ( BRASS and GRISSOM interview SAM BRAUN with his LAWYER next to him . )', "" [[Lawyer]] as much as my client appreciates your flair for the dramatic , the show 's over , gentlemen"", ' [[Lawyer]] what do you have ?', "" [[Grissom]] the tire patterns at the scene of teddy keller 's murder are consistent with the wheel base and turning radius of your client 's limousine"", ' [[Lawyer]] as well as every other limo in vegas', ' [[Grissom]] we also found neon glass embedded in all four tires', "" [[Lawyer]] the whole town 's a construction site"", "" [[Lawyer]] it 's a tenuous link , at best"", "" [[Grissom]] well , then ... how did his blood end up in the back of your client 's limousine ?"", "" ( THE LAWYER does n't say anything . )"", ' [[Brass]] you waited until teddy cleared the security cameras', ' ( Quick flashback to : [_BACKSEAT_OF_LIMO_] The door opens and SAM pulls TEDDY KELLER into the back seat with him . )', ' ( The door shuts behind him . )', ' ( SAM back hands TEDDY KELLER in the face causing his nose to bleed . )', ' ( A large splotch of blood falls to the seat . )', "" [[Sam_Braun]] we 're not through talking , kid"", ' ( End of flashback . )', ' ( Resume to present . )', ' [[Brass]] and then you took him for a ride ... vegas style', ' [[Brass]] just like the old days , huh', ' ( Quick flashback to : [_NEON_GRAVEYARD_-_NIGHT_)', "" ( They pull TEDDY KELLER out of the limo 's backseat . )"", ' [[Teddy_Keller]] please', ' [[Teddy_Keller]] please', ' [[Teddy_Keller]] let me go', ' ( The limo door shuts and they lead TEDDY along the neon graveyard . )', ' [[Teddy_Keller]] please', ' [[Teddy_Keller]] please', "" ( TEDDY 'S shirt is opened and the fat suit he 's wearing is revealed . )"", ' [[Sam_Braun]] let me show you what i do to cheaters', ' [[Teddy_Keller]] no , no !', ' ( They pull TEDDY over to the sign and he shoots him twice in the back of the head . )', ' ( End of flashback . )', ' ( Resume to present . )', ' ( SAM leans over and whispers something to his LAWYER . )', ' ( When done , the LAWYER turns , looks , and smiles at BRASS and GRISSOM . )', ' [[Lawyer]] my client offered the young man a ride home', ' [[Lawyer]] they stopped briefly at the neon graveyard , where they held a private conversation regarding the ethics of defrauding a casino', ' ( BRASS chuckles . )', ' [[Brass]] that must have been some chat', ' [[Brass]] we know he left the casino with the money', ' [[Lawyer]] the young man returned the money as a sign of respect for my client and his position in the community', "" [[Brass]] i 'm sure he did"", ' ( GRISSOM and SAM stare at each other . )', ' [[Brass]] so , what next ?', "" [[Brass]] you gon na tell me you 're being set up ?"", ' [[Brass]] it happens to you a lot , huh , sam ?']",0,None
22,"[' ( WARRICK uses an ELENCO F-2800 miniature frequency counter and walks through the floor monitoring for frequencies being used . )', ' ( He walks up the stairs to a higher point , turns and looks out at he busy gaming floor . )', ' ( He envisions seeing the frequency sound waves travel across the room . )', ' ( Camera holds on WARRICK . )']",0,None
23,"[' ( WARRICK walks through the hallway . )', ' ( DAVID HODGES grabs his test results and exits the trace lab . )', ' ( He heads toward WARRICK . )', "" [[David_Hodges]] your smudge from that second kid 's shirt -- i got a spectral library match to sherwin-williams everclean interior paint , navajo white"", ' ( WARRICK looks at the results . )', ' ( Quick flashback to : [_INT_._)', "" ( MULLER 'S APT ] WARRICK notices the paint on DAVIS MULLEN 'S shirt . )"", ' ( End of flashback . )', ' ( Resume to present . )', ' [[Warrick]] anything distinctive ?', ' [[David_Hodges]] i would have mentioned it', "" [[David_Hodges]] sometimes a paint sample 's just a paint sample"", ' [[Warrick]] yeah', ' ( WARRICK enters the lab . )', "" ( GRISSOM 'S inside . )"", ' [[Warrick]] you still liking braun for these murders ?', ' [[Grissom]] yeah , why ?', ' [[Grissom]] something change ?', "" [[Warrick]] i 'm thinking seth landers and his pals had a woody for him"", ' [[Warrick]] i went back to the rampart , and i took some electronic noise measurements', ' [[Warrick]] the place is a mess of interference', "" [[Warrick]] electronics in old casinos are n't shielded"", "" [[Grissom]] so , you 're saying that the shoe computers would 've worked better in one of the new casinos on the strip ?"", ' [[Warrick]] definitely', "" [[Warrick]] a kid as smart as seth would n't make a mistake like that"", ' [[Grissom]] then it was intentional', ' ( WARRICK nods . )', ' [[Grissom]] maybe personal']",0,None
24,"[' ( WARRICK searches for SETH LANDERS on the computer . )', "" ( The computer beeps and SETH LANDERS ' Nevada Driver License appears on screen . )"", ' ( WARRICK thinks about it and remembers something . )', "" ( He picks up SETH LANDERS ' rap sheet . )"", ' ( It reads: )', "" ( Up on screen is the following Nevada Drivers ' License Information: )"", ' ( WARRICK thinks about it and types in another search for : JOSEPH GREENE . )', ' ( He finds the matching address: )', "" ( Camera rises and focuses on JOSEPH GREENE 'S DMV photo . )""]",0,None
25,"[' ( Through the window , we see WARRICK and BRASS walking along the sidewalk toward the small store/casino . )', ' ( We hear the sounds of a small slot machine along with the mutterings of the person playing the machine off screen . )', ' [[Joseph_Greene]] come on , give me something', ' [[Joseph_Greene]] somehting , something ... anything', ' ( WARRICK and BRASS turn and walk into the small store/casino where they find JOSEPH GREENE playing the slots . )', ' [[Brass]] so , this is your casino of choice ?', "" [[Brass]] that 's what your tenants said"", ' [[Warrick]] sir , could you tell us about seth landers ?', "" [[Joseph_Greene]] that 's my son"", ' [[Joseph_Greene]] is he okay ?', "" [[Brass]] let 's stop playing dumb , mr greene , huh ?"", ' [[Joseph_Greene]] would you mind stepping away from the machine ?', "" [[Joseph_Greene]] you 're st-staring over my shoulder , you 're looking at me"", "" [[Joseph_Greene]] you 're jinxing me , and i 'm gon na have to"", ' ( BRASS reaches out and stops JOSEPH GREENE from pulling the slot machine handle . )', "" [[Brass]] how 's that ?"", ' [[Brass]] is that better ?', "" ( They see JOSEPH GREENE 'S injury . )"", ' [[Brass]] what happened to your hand ?', ' [[Joseph_Greene]] i had an accident a long time ago', ' [[Warrick]] sam braun do that with a hammer ?', "" [[Joseph_Greene]] i 'm sorry , i do n't know who that person is"", ' [[Joseph_Greene]] who is that ?', "" [[Joseph_Greene]] i do n't like to talk about my hand , okay ?"", "" [[Brass]] well , that 's too bad"", "" [[Brass]] 'cause you know what ?"", ' [[Brass]] today ... this is your life']",1,Evidence
26,"[' ( The OFFICER escorts SAM BRAUN through the hallway and into the waiting room . )', ' ( They walk past JOSEPH GREENE sitting in the waiting room chair . )', ' ( JOSEPH GREENE turns his head to look at SAM BRAUN . )', ' ( They seat SAM BRAUN a few chairs away from JOSEPH GREENE . )', ' ( They cuff SAM BRAUN to the chair . )', "" ( JOSEPH GREENE ca n't keep his eyes off of SAM BRAUN . )"", ' ( SAM turns and looks at JOSEPH GREENE . )', ' ( Then he turns and looks at BRASS and GRISSOM sitting in the next room staring at them . )', ' ( BRASS and GRISSOM watch the two men in the other room . )', ' [[Brass]] joe greene -- aka joe landers', "" [[Brass]] they 're old friends"", ' ( BRASS steps out of the office and heads for the waiting room . )', ' [[Brass]] sorry to break up the reunion , fellas', ' [[Brass]] mr greene ... mr landers ... which is it ?', "" ( SAM notices JOSEPH GREENE 'S smashed fingers . )"", ' ( JOSEPH GREENE moves his hand trying to hide it . )', "" [[Joseph_Greene]] it 's greene"", ' [[Brass]] come with me', ' ( JOSEPH GREENE stands and slowly walks over to the door with BRASS . )', ' ( SAM BRAUN stops him . )', ' [[Sam_Braun]] do your hands hurt when it rains , joe ?', ' ( JOSEPH GREENE stops and turns to look at SAM BRAUN . )', ' ( JOSEPH GREENE turns and looks casually at SAM . )', ' [[Joseph_Greene]] do i know you ?', ' ( JOSEPH GREENE turns his back to SAM BRAUN and continues walking out of the waiting room . )']",0,None
